school_id_A,school_id_B,root_school_name_A,root_school_name_B,school_level_A,school_level_B,district_A,district_B,Fuzzy_match_score,Match_Type
1,12428,janapriya,jana priya,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
3,11716,gograha,gograha,mavi,mavi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
9,11513,durgeshvari,durgeshwori,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
10,42934,pavitra,pabitra,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
11,42659,mitrata,mitrata,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
12,42659,mitrata,mitrata,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
13,15242,saleva,salewa,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
15,1393,balakanya,bal kanya,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
16,12252,jalpa,jalpa,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
17,12119,jagadishvari,jagadishwary,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
18,34887,pa~nchakanya,panchakanya,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
19,31055,virendra adarsha,birendra adarsha,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
21,14458,pa~nchakanya,pancha kanya,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
22,11146,chinta~na devi,chhintangdevi,avi,avi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
23,1758,bhimeshvari,bhimeshwori,avi,avi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
24,15543,sarasvati,saraswati,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
25,41719,janajyoti,jana jyoti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
26,42297,kyaminakota,kyaminkot,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
27,4545,bhavani,bhawani,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
29,11069,chandi,chandi,avi,avi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
30,12169,jalapa,jalapa,avi,avi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
33,32558,jagrriti,jagriti,mavi,mavi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
34,42906,nirmala,nirmal,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
35,4140,annapurna,annapurna,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
37,15302,sa~ngarumba,sangrumba,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
38,12862,jivanajyoti,jiwan jyoti,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
40,16573,simhadevi,siddha devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
41,1834,vijaya,bijaya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
42,13015,kalika,kalika,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
45,12911,jyoti,jyoti,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
46,12911,jyati,jyoti,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
49,14424,pa~nchakanya,pancha kanya,avi,avi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
51,4900,chimkeshvari,chimkeshwori,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
55,12131,jalakanya,jal kanya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
57,12395,janakalyana,jana kalyan,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
59,12405,janakalyana,jana kalyan,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
62,13270,krrishna,krishna,pravi,pravi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
63,437,akala,akala,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
66,11356,dhapakharka,dhap kharka,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
67,14464,pa~nchakanya,pancha kanya,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
68,475,amara jyoti,amar jyoti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
69,12386,jana kalyana,jana kalyan,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
71,11331,devithana,devithan,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
72,478,amarajyoti,amar jyoti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
74,41602,nala devi,jal devi,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
75,41059,dharma,dharma,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
76,13942,miklacho,miklachong,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
77,1994,buddha,buddha,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
78,11640,ratna devi,ganga devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
79,11605,gajuramukhi,gajurmukhi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
80,12258,jalapa,jalpa,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
82,16666,siddhi vinayaka,siddhi binayak,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
84,11321,devi,devi,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
89,1652,bhagavati,bhagawati,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
92,167,adarsha,adarsha,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
93,14275,nepalatara,nepaltar,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
95,34943,pashupati kanya mandira,pashupati kanya mandir,mavi,mavi,dolakha,dolakha,3.0,"District: complete, School level: complete, Root name: complete"
96,12360,nava jyoti,jana jyoti,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
97,1665,bhagavati,bhagawati,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
98,1665,bhagavati,bhagawati,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
99,11996,himali,himali,mavi,mavi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
100,13743,mahendra ratna,mahendra ratna,mavi,mavi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
101,42131,kalika,kalika,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
105,12259,jalpa,jalpa,pravi,pravi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
106,13150,kataka,kataka,mavi,mavi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
107,42992,paravati,parbati,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
112,41995,jayanepala,jaya nepal,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
113,43225,rashtriya,rastriya,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
114,43597,shamkara,shankar,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
116,43400,sarasvati,saraswati,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
118,31762,durga sheshakanta adhikari,durga sheshkanta adhikari  bharatpur,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
119,4839,mahendra jyoti,chandra jyoti,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
120,42258,krrishna,krishna,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
121,41385,gudi phachya~na,gundi phachyang,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
122,42522,mahendri,mahendra,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
123,4397,barahi,barahi,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
124,41120,dipaka,dipak,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
129,4155,araniko,araniko,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
132,53908,navadurga,nawadurga,mavi,mavi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
134,42504,chandra jyoti,mahendra jyoti,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
138,1496,balamandala,balmandal,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
142,41822,janashakti,jana shakti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
144,13721,mahendrodaya,mahendra,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
150,140,adarsha,adarsha,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
152,41827,jana shishu kalyana,jana shishukalyan,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
153,32742,janaprabhata,jana prabhat,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
154,14896,puvamai,puwamai,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
155,14142,nanda,nanda,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
156,1974,buddha ardasha,buddha adarsha,mavi,mavi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
158,13665,mahadeva,mahadev,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
159,14145,nara,nar,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
160,11910,hattitara,hattitar,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
162,14203,nepala jyoti,nawa jyoti,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
165,15519,sarasvati,saraswati,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
166,12713,janata,janata,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
167,16623,siddhartha,siddhartha,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
168,15028,rashtriya,rastriya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
170,14881,purnasmaraka,purna smarak,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
171,12396,janakalyana,jana kalyan,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
172,15499,sarasvati,saraswati,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
173,15023,rashtapremi,rastra premi,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
176,17298,tribhuvana,tribhuwan,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
177,1150,amara jyoti,amarjyoti,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
179,11292,deumai,deumai,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
180,17130,suryodaya,suryodaya,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
181,1368,bala kalyana,bal kalyan,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
183,14150,narayana,narayan,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
184,15520,sarasvati,saraswati,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
185,1634,bhagavati,bhagawati,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
187,13006,kamala devi,kalika devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
188,14717,phalate,phalante,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
190,1505,valmiki simhadevi,balmiki singh devi,avi,avi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
191,12695,janata,janata,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
193,34362,narayana jana,narayan jana,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
194,1844,vinapani,binapani,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
195,1528,ba.njhogau.n,banjho gau,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
196,16577,siddha devi,siddha devi,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
199,42523,mahendra,mahendra,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
201,15241,salleri,saleri,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
202,12714,janata,janata,pravi,pravi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
203,16791,simhadevi,singha devi,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
205,43912,janasahayogi,shree janasahayogi,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
206,41152,dullabha,dullabh,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
207,41854,jivana jyoti,janajyoti,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
208,41542,hiramani,hiramani,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
209,11170,chisopani,chisopani,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
212,31216,buddhashanti,buddha shanti,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
213,4410,bashahasthana,basahasthan,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
216,41359,gorakha,gorakhkali,avi,avi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
218,14897,pya~nga,pyang,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
221,4141,annapurna,annapurna,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
222,1151,amarakalyana,amarkalyan,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
223,33349,kapiya,kapiya,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
224,35395,ratnarajya,ratna rajya,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
226,31060,birendra,birendra,mavi,mavi,nuwakot,nuwakot,3.0,"District: complete, School level: complete, Root name: complete"
227,4110,amrrita,amrit,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
230,4824,chanidaka,chandika,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
236,42741,narayana,narayan,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
237,487,amara,amar,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
239,15883,shivamai,shivamai,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
241,13118,kankai,kankai,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
242,13329,laligura.nsa,laligurans,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
243,42150,kamala,kamala,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
245,14799,prabodha,prabodh,mavi,mavi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
246,12127,janajyoti,jajnajoti,avi,avi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
247,33305,kamadhenu,kamdhenu,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
250,61542,kalika,kalika,avi,avi,kalikot,kalikot,3.0,"District: complete, School level: complete, Root name: complete"
251,14602,parvati,parwati,avi,avi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
253,43754,adarsha shiksha,shree adarsha shiksha,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
255,14844,prrithvi,prithvi,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
256,13763,mahendrodaya,mahendrodaya,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
260,1584,bauddha,bauddha,avi,avi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
261,11306,deurali,deurali,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
262,21505,janata,janata,mavi,mavi,siraha,siraha,3.0,"District: complete, School level: complete, Root name: complete"
263,43459,sarasvati,saraswati,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
266,61149,jana kalyana,jana kalyan,pravi,pravi,salyan,salyan,3.0,"District: complete, School level: complete, Root name: complete"
268,43662,shikhara jyoti,shikhar jyoti,pravi,pravi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
269,4820,chandika,chandika,avi,avi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
271,43595,shamkara,shankar,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
273,41616,jaladevi,jaldevi,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
275,12686,janata,janata,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
276,43966,mahendra jyoti,shree mahendra jyoti,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
277,15894,chandi niketana,shree chandi niketan,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
278,15331,sasu niketana,sapsu niketan,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
280,42534,mahendra,mahendrodaya,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
282,41851,ratna jyoti,janajyoti,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
283,1837,vijaya,bijaya,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
286,23715,rashtiya,rashtriy,pravi,pravi,saptari,saptari,3.0,"District: complete, School level: complete, Root name: complete"
287,43013,pashupati,pashupati,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
289,42961,pa~nchakoshi,pancha koshi,mavi,mavi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
292,43154,radha damodara j~nana jyoti samskrrita,radha damodar gyan jyoti sanskrit,mavi,mavi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
293,438,akala,akala,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
295,13032,kalika,kalika,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
296,12828,jaya sarasvati,jaya saraswati,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
298,11641,gamga jamuna,ganga jamuna,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
300,24340,shri janata,shree janata,avi,avi,dhanusha,dhanusha,3.0,"District: complete, School level: complete, Root name: complete"
301,1650,bhagavati dinanatha,bhagawati dinanath,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
302,131,adarsha,adarsa,avi,avi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
303,13764,mahendrodaya,mahendrodaya,mavi,mavi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
304,41603,jaladevi,jal devi,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
305,43550,satyavati,satyawati,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
309,42261,krrishna,krishna,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
310,37100,sitapaila,sitapaila,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
311,43314,sahajivana,saha jiwan,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
313,42938,padama,padma,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
317,42653,mina,min,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
318,42102,kalika,kalika,mavi,mavi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
319,42814,nava prabhata,nawa prabhat,mavi,mavi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
320,41452,hamsavahini,hansabahini,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
321,36056,shanti vidyagrriha,shanti vidyagrih,mavi,mavi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
323,43352,samjhana,samjhana,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
324,43160,radha,radha,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
325,41925,janata,janata,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
326,43251,janajyoti,ratna jyoti,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
328,44473,tilicho,tilicho,avi,avi,manang,manang,3.0,"District: complete, School level: complete, Root name: complete"
329,14599,paruha~na sharana,paruhang saran,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
330,16950,shri janata,srijanatmak,pravi,pravi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
332,34856,pa~nchakanya,pancha kanya,mavi,mavi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
333,33013,jalapadevi,jwala devi,pravi,pravi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
339,42716,naga,naga,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
341,41991,jayadurga,jaya durga,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
342,43648,sharada,sharada,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
343,41514,himalaya,himalaya,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
344,41846,jana jagrriti gamga,janajagriti ganga,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
352,41720,naya jyoti,jana jyoti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
353,43752,adarsha sarasvati,shree adarsha saraswati,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
354,4657,vindhyavasini,bindyabasini,mavi,mavi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
355,33805,bhimanagara,brahmanagar,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
356,3337,bachauli,bachhauli,mavi,mavi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
357,4508,bha.ngeri,bhangeri,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
359,466,amara jyoti,amar jyoti,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
360,41510,himalaya,himalaya,mavi,mavi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
364,35670,sharada,sarada,mavi,mavi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
367,44147,shukra,shukla,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
368,44171,siddha,siddha,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
369,42112,kalika,kalika,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
370,41057,dharma,dharma,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
372,4489,bhairava,bhairab,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
373,41687,janajagrriti,jana jagriti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
375,43549,satyavati,satyawati,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
376,7552,bhavani rashtriya,bhawani rastriya,mavi,mavi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
377,41237,galkota,galkot,mavi,mavi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
378,4398,barahi,barahi,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
380,43448,sarasvati,saraswati,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
383,42907,nirmala,nirmal,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
384,4806,chandi devi,chandi devi,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
386,43577,shahida gamga,shahid ganga,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
387,4529,bhashkara,bhaskar,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
393,4875,chabdi varahi,chhabdi barahi,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
394,41910,janasevika,janasewika,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
397,42508,mahendrajyoti,mahendra jyoti,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
398,43235,rashtriya,rastriya,mavi,mavi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
399,4172,aruna,arun,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
401,41795,janapriya,jana priya,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
403,4412,vasanta,basanta,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
404,41464,harpanakota,harpankot,mavi,mavi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
405,4990,deurali,deurali,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
407,42113,balika,kalika,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
411,4744,buddha,buddha,pravi,pravi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
413,42082,kalika,kalika,avi,avi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
414,43202,rameshvari,rameshwori,mavi,mavi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
